store_name,category,new_open,rating,visited_review,directions_text,store_id,address,blog_review,phone_num,business_hours,info,convenience_facilities_and_services,Parking,sns,review_like_this_part_output,menu
커피앤시가렛,카페, ,별점 4.43,"방문자 리뷰 2,247",시청역 9번출구 유원빌딩 17층,1547453593,서울 중구 서소문로 116 유원빌딩17층 1706호,"블로그 리뷰 2,989",02-777-7557,"목
08:30 - 21:00
금
08:30 - 21:00
토
11:00 - 21:00
일
정기휴무 (매주 일요일)
월
08:30 - 21:00
화
08:30 - 21:00
수(1/1)
새해 첫날 휴무
",주차는 건물 지하에 유료로 가능합니다:),편의시설 및 서비스 정보 없음,주차 정보없음,"http://coffeeandcigarettes.kr/
","""뷰가 좋아요""이 키워드를 선택한 인원747
""커피가 맛있어요""이 키워드를 선택한 인원528
""인테리어가 멋져요""이 키워드를 선택한 인원270
""사진이 잘 나와요""이 키워드를 선택한 인원248
""음료가 맛있어요""이 키워드를 선택한 인원198
""디저트가 맛있어요""이 키워드를 선택한 인원172
""친절해요""이 키워드를 선택한 인원140
""특별한 메뉴가 있어요""이 키워드를 선택한 인원126
""매장이 청결해요""이 키워드를 선택한 인원125
""대화하기 좋아요""이 키워드를 선택한 인원119
""좌석이 편해요""이 키워드를 선택한 인원44
""집중하기 좋아요""이 키워드를 선택한 인원29
""화장실이 깨끗해요""이 키워드를 선택한 인원23
""매장이 넓어요""이 키워드를 선택한 인원17
""음악이 좋아요""이 키워드를 선택한 인원11
""가성비가 좋아요""이 키워드를 선택한 인원10
""컨셉이 독특해요""이 키워드를 선택한 인원8
""주차하기 편해요""이 키워드를 선택한 인원7
""아늑해요""이 키워드를 선택한 인원6
""비싼 만큼 가치있어요""이 키워드를 선택한 인원4
""특별한 날 가기 좋아요""이 키워드를 선택한 인원2
""차분한 분위기에요""이 키워드를 선택한 인원1
""읽을만한 책이 많아요""이 키워드를 선택한 인원1
""야외공간이 멋져요""이 키워드를 선택한 인원1
""오래 머무르기 좋아요""이 키워드를 선택한 인원1
""차가 맛있어요""이 키워드를 선택한 인원1
""종류가 다양해요""이 키워드를 선택한 인원1
","에스프레소/아메리카노5,500원
카페라떼/카푸치노6,000원
솔트 스카치 라떼7,000원
시그니처 비엔나따뜻하게 제공됩니다7,500원
콜드브루6,000원
깊은 밀크티7,200원
유기농 리쉬티페퍼민트/카모마일메들리/유즈피치그린/블루베리히비스커스6,300원
핫초코/ 아이스초코6,800원
블루베리히비스커스 레몬티6,800원
하이 프로틴 칠리 베이글7,300원
생크림을 떠올린 그릭요거트6,900원
리치 크루아상6,000원
트리플초콜릿퍼지브라우니&아이스크림9,200원
레몬쿠키5,700원
숏 퍼지 브라우니4,800원
"
커피루소 정동,"카페,디저트", ,별점 4.44,"방문자 리뷰 5,176","[지하철로 오시는 길]
 -서대문역 (도보 약 10분)
서대문역 5번 출구로 나와 약 250m 직진 후 정동사거리에서 경향 신문사 방면 골목으로 들어가서 약 80m 직진 후 좌측으로 길을 건넙니다.

 -시청역 (도보 약 10분)
 시청역 2번 출구, 덕수궁 방면으로 나옵니다. 덕수궁 오른쪽 방향으로 돌담길을 따라 직진 후 사거리에서 길을 건너 약 300m를 직진합니다. 캐나다 대사관 옆 빨간 벽돌건물 1층입니다.
내용 더보기",38238621,서울 중구 정동길 17 1층,"블로그 리뷰 1,193",02-772-9935,"목
08:00 - 20:00
19:30 라스트오더
금
08:00 - 20:00
19:30 라스트오더
토
09:00 - 20:00
19:30 라스트오더
일
09:00 - 20:00
19:30 라스트오더
월
08:00 - 20:00
19:30 라스트오더
화
08:00 - 20:00
19:30 라스트오더
수
08:00 - 20:00
19:30 라스트오더
","- 늘 한결같이 맛있는 다양한 블렌드 커피
- 브루잉 바에서 바리스타와 마주하고 즐기는 필터커피
- 커피를 더욱 맛있게, 베이커리와 디저트 페어링
- 주문 즉시 전문 셰프가 선사하는 브런치

- 결제 시 주차 1시간 무료 제공. (추가 15분 1,000원)
 *이화정동빌딩 지하 주차장 이용.

우리는 커피와 공간, 제품 모든 것에 각각의 개성을 표현하고 철학을 담기 위해 노력 합니다.

커피에 관한 우리나라 최초의 기록은 1884년 퍼시벌 로런스 로웰이 쓴 조선, 조용한 아침의 나라에서 찾을 수 있습니다. 책의 내용 중 <조선의 최신 유행품 이었던 커피를 마셨다>는 문장은그 즈음 우리나라에 커피가 보급되었다는 사실을 짐작하게 합니다. 한국 최초의 커피 전문점은 손탁호텔 1층에 자리잡은 정동 구락부로 1894년, 고종에게 처음으로 커피를 대접한 곳 입니다.

우리는 이러한 시간의 흔적과 기억, 커피에 대한 이야기를 커피루소 정동에 담았습니다.
펼쳐보기",편의시설 및 서비스 정보 없음,"주차가능
무료","https://smartstore.naver.com/lussolab
http://www.coffeelusso.co.kr/
https://www.instagram.com/coffeelusso_official
","""커피가 맛있어요""이 키워드를 선택한 인원2385
""디저트가 맛있어요""이 키워드를 선택한 인원991
""인테리어가 멋져요""이 키워드를 선택한 인원714
""대화하기 좋아요""이 키워드를 선택한 인원585
""음료가 맛있어요""이 키워드를 선택한 인원576
""뷰가 좋아요""이 키워드를 선택한 인원549
""매장이 청결해요""이 키워드를 선택한 인원437
""친절해요""이 키워드를 선택한 인원411
""특별한 메뉴가 있어요""이 키워드를 선택한 인원389
""좌석이 편해요""이 키워드를 선택한 인원306
""사진이 잘 나와요""이 키워드를 선택한 인원200
""화장실이 깨끗해요""이 키워드를 선택한 인원153
""집중하기 좋아요""이 키워드를 선택한 인원122
""매장이 넓어요""이 키워드를 선택한 인원109
""주차하기 편해요""이 키워드를 선택한 인원98
""가성비가 좋아요""이 키워드를 선택한 인원81
""음식이 맛있어요""이 키워드를 선택한 인원40
""건강한 맛이에요""이 키워드를 선택한 인원15
""비싼 만큼 가치있어요""이 키워드를 선택한 인원11
""아늑해요""이 키워드를 선택한 인원10
""메뉴 구성이 알차요""이 키워드를 선택한 인원9
""차분한 분위기에요""이 키워드를 선택한 인원6
""오래 머무르기 좋아요""이 키워드를 선택한 인원6
""재료가 신선해요""이 키워드를 선택한 인원5
""음악이 좋아요""이 키워드를 선택한 인원4
""단체모임 하기 좋아요""이 키워드를 선택한 인원4
""빵이 맛있어요""이 키워드를 선택한 인원2
""차가 맛있어요""이 키워드를 선택한 인원2
""종류가 다양해요""이 키워드를 선택한 인원2
""컨셉이 독특해요""이 키워드를 선택한 인원1
""음식이 빨리 나와요""이 키워드를 선택한 인원1
""아이와 가기 좋아요""이 키워드를 선택한 인원1
""야외공간이 멋져요""이 키워드를 선택한 인원1
","정동 브런치 플레이트대표[Signature] 다양한 요리를 한번에 즐길 수 있는 브런치 플레이트20,800원
쉬림프 에그 베네딕트대표[Best] 신선한 아보카도와 매콤한 새우에 수란을 얹어 즐기는 에그 베네딕트19,300원
필터커피바리스타가 바로 내려주는 다양한 싱글오리진 커피 *7천원부터변동
더치큐브라떼10,000원
라운드 피에노달콤하고 산뜻한 크림과 초콜리티한 향미가 조화로운 크림에스프레소6,000원
에프리콧 브리오슈 프렌치토스트화이트와인의 풍미가 담긴 상큼한 살구 콩포트를 곁들인 프렌치토 스트19,300원
그릴드 쉬림프 샐러드매콤하게 시즈닝한 새우와 다양한 토핑을 곁들인 신선한 샐러드14,800원
아메리카노(ICED)6,000원
카페라떼(ICED)7,000원
"
라운드앤드,베이커리, ,별점 4.43,"방문자 리뷰 4,286","덕수궁 뒤 아름다운 정동길 한가운데, 정동제일교회 근처, 정동극장 옆",1250544364,서울 중구 정동길 35 두비빌딩,"블로그 리뷰 1,338",02-753-7003,"매일
08:00 - 21:30
",가게 정보 불러오기 실패,"무선 인터넷
포장
남/녀 화장실 구분
단체 이용 가능
",주차 정보없음,"http://instagram.com/roundnd_cafe
https://www.facebook.com/%EB%9D%BC%EC%9A%B4%EB%93%9C%EC%95%A4%EB%93%9C-113734463640311/?modal=admin_todo_tour
","""빵이 맛있어요""이 키워드를 선택한 인원2056
""커피가 맛있어요""이 키워드를 선택한 인원1291
""친절해요""이 키워드를 선택한 인원585
""음료가 맛있어요""이 키워드를 선택한 인원435
""특별한 메뉴가 있어요""이 키워드를 선택한 인원408
""매장이 청결해요""이 키워드를 선택한 인원385
""인테리어가 멋져요""이 키워드를 선택한 인원379
""대화하기 좋아요""이 키워드를 선택한 인원285
""사진이 잘 나와요""이 키워드를 선택한 인원112
""뷰가 좋아요""이 키워드를 선택한 인원98
""좌석이 편해요""이 키워드를 선택한 인원79
""가성비가 좋아요""이 키워드를 선택한 인원75
""화장실이 깨끗해요""이 키워드를 선택한 인원62
""디저트가 맛있어요""이 키워드를 선택한 인원52
""집중하기 좋아요""이 키워드를 선택한 인원49
""매장이 넓어요""이 키워드를 선택한 인원28
""주차하기 편해요""이 키워드를 선택한 인원11
""아늑해요""이 키워드를 선택한 인원10
""종류가 다양해요""이 키워드를 선택한 인원8
""비싼 만큼 가치있어요""이 키워드를 선택한 인원6
""메뉴 구성이 알차요""이 키워드를 선택한 인원4
""건강한 맛이에요""이 키워드를 선택한 인원4
""단체모임 하기 좋아요""이 키워드를 선택한 인원4
""차분한 분위기에요""이 키워드를 선택한 인원3
""오래 머무르기 좋아요""이 키워드를 선택한 인원3
""음식이 맛있어요""이 키워드를 선택한 인원2
""재료가 신선해요""이 키워드를 선택한 인원2
""컨셉이 독특해요""이 키워드를 선택한 인원1
""야외공간이 멋져요""이 키워드를 선택한 인원1
""룸이 잘 되어있어요""이 키워드를 선택한 인원1
""특별한 날 가기 좋아요""이 키워드를 선택한 인원1
","카푸치노5,500원
더치커피직접 로스팅하는 신선한 최상급 케냐AA원두4,500원
아메리카노5,000원
카페라떼5,500원
핸드드립7,000원
프랑스 정통 크로와상4,000원
정동길 바게트3,500원
앙버터 프레첼5,300원
허니 고르곤졸라 크로와상4,800원
까눌레3,300원
피낭시에2,500원
블랙티 시나몬앤로즈7,500원
블랙티 로드얼그레이9,500원
루이보스티 피치코코7,000원
루이보스티 베누아7,000원
"
웨스틴 조선 서울 조선델리,베이커리, ,별점 4.57,방문자 리뷰 754, ,558674555,"서울 중구 소공로 106 지하 1층, 웨스틴 조선 서울 저층 로비",블로그 리뷰 436,02-317-0022,"목
07:00 - 21:00
금
07:00 - 21:00
토
07:00 - 21:00
일
07:00 - 21:00
월
07:00 - 21:00
화
07:00 - 21:00
수(1/1)
새해 첫날07:00 - 21:00
",조선호텔 100년의 노하우와 전문 파티시에의 정성이 담긴 스위트 기프트 & 파티세리,편의시설 및 서비스 정보 없음,주차가능,"https://www.josunhotel.com/hotel/westinSeoul.do
","""빵이 맛있어요""이 키워드를 선택한 인원442
""특별한 메뉴가 있어요""이 키워드를 선택한 인원248
""친절해요""이 키워드를 선택한 인원247
""매장이 청결해요""이 키워드를 선택한 인원130
""인테리어가 멋져요""이 키워드를 선택한 인원84
""커피가 맛있어요""이 키워드를 선택한 인원52
""비싼 만큼 가치있어요""이 키워드를 선택한 인원49
""디저트가 맛있어요""이 키워드를 선택한 인원47
""주차하기 편해요""이 키워드를 선택한 인원47
""화장실이 깨끗해요""이 키워드를 선택한 인원36
""사진이 잘 나와요""이 키워드를 선택한 인원34
""음료가 맛있어요""이 키워드를 선택한 인원31
""가성비가 좋아요""이 키워드를 선택한 인원24
""좌석이 편해요""이 키워드를 선택한 인원15
""재료가 신선해요""이 키워드를 선택한 인원15
""대화하기 좋아요""이 키워드를 선택한 인원14
""음식이 맛있어요""이 키워드를 선택한 인원8
""특별한 날 가기 좋아요""이 키워드를 선택한 인원7
""건강한 맛이에요""이 키워드를 선택한 인원6
""뷰가 좋아요""이 키워드를 선택한 인원6
""메뉴 구성이 알차요""이 키워드를 선택한 인원5
""집중하기 좋아요""이 키워드를 선택한 인원5
""차분한 분위기에요""이 키워드를 선택한 인원4
""아늑해요""이 키워드를 선택한 인원2
""음식이 빨리 나와요""이 키워드를 선택한 인원2
""양이 많아요""이 키워드를 선택한 인원1
""야외공간이 멋져요""이 키워드를 선택한 인원1
""매장이 넓어요""이 키워드를 선택한 인원1
""단체모임 하기 좋아요""이 키워드를 선택한 인원1
","바나나 케이크대표생 바나나가 들어간 시트에 바나나 크림을 발라 부드럽고 달콤한 풍미가 일품인 바나나 케이크68,000원
샤인머스캣 케이크상큼한 샤인머스캣과 우유 생크림의 풍미가 느껴지는 조선델리 시즌 케이크90,000원
블랙 포레스트 케이크체리와 생크림, 진한 초콜릿 풍미가 조화롭게 어우러진 초코 케이크66,000원
뉴욕 치즈 케이크촉촉하고 부드러운 치즈와 크러스트 타르트가 더해져 바삭하면서도 꾸덕한 뉴욕 치즈 케이크60,000원
블랙 초코 케이크달콤하고 촉촉한 초코 시트에 마스카포네 치즈로 부드러움을 더한 조선델리 대표 초코 케이크.55,000원
단팥빵72시간동안 정성을 담아 만든 수제 단팥과 깨, 호두, 천연당을 넣은 시그니처 단팥빵5,500원
파운드 케이크레몬, 당근, 믹스후르츠 파운드
(상기 이미지는 연출컷입니다.)변동
미니 치즈 케이크 세트(8pcs)조선호텔 시그니처 치즈 케이크로 깊고 진한 필라델피아 치즈의 풍미를 느끼기 좋은 선물 세트32,000원
미니 파운드 케이크 세트 (8pcs)파운드 케이크를 미니화하여 선물하기 좋은 미니 파운드 세트28,000원
샐러드&샌드위치건강한 식재료를 활용하여 만든 조선델리의 샐러드, 샌드위치변동
햄퍼 세트원하는 상품을 조합하여 만드는 조선델리 햄퍼세트 (상기 이미지는 연출컷입니다.)변동
비벤떼 티 테이스터 팩조선호텔의 스토리를 담아 특별한 블렌딩으로 완성된 비벤떼 티 테이스터 팩(6가지맛,12입)20,000원
비벤떼 커피조선호텔 비벤떼 원두를 활용하여 선보이는 다양한 커피 메뉴 (상기 이미지는 연출컷입니다.)변동
"
커피스니퍼 서울시청점,"카페,디저트", ,별점 4.5,"방문자 리뷰 2,761","서울 시청역 1호선 7번 출구에서 3분 도보, 2호선 8번 출구 5분 도보로 이용 가능합니다. 주차는 롯데 호텔, 신세계 호텔 등 인근 공영주차장 검색 후 방문하시면 가능합니다.
내용 더보기",1915708438,서울 중구 세종대로16길 27 남양빌딩 1층 102호,블로그 리뷰 960,0507-1314-1783,"목
08:00 - 20:00
19:30 라스트오더
금
08:00 - 20:00
19:30 라스트오더
토
10:00 - 20:00
19:30 라스트오더
일
10:00 - 20:00
19:30 라스트오더
월
08:00 - 20:00
19:30 라스트오더
화
08:00 - 20:00
19:30 라스트오더
수
08:00 - 20:00
19:30 라스트오더
","2019년도에 설립된 로스터리 브랜드 커피 스니퍼 입니다. 바리스타들이 모여 만든 브랜드로 매해 시즈널 싱글오리진, 하우스 블렌드 3종 등을 소개하고 있으며 지속적이고 건강한 스페셜티 커피 문화를 위해 오프라인, 온라인을 통해서 노력하고 있습니다.

커피를 좋아하는 모든 사람들이 쉽고 편안하게 즐길 수 있는 커피 문화를 중심으로 성장 목표를 두고 있습니다. 커피 스니퍼에 방문하시는 분들이 역사 속에 담겨있는 커피 스니퍼를 시각적으로 즐길 수 있는 인테리어 포인트, 커피 중심의 메뉴 구성 등을 기반으로 어우러진 음악과 함께 오감을 만족시킬 수 있는 분위기를 조성합니다.
펼쳐보기","테이크아웃 할인
로스터리
핸드드립
무선 인터넷
\
반려동물 동반
포장
",주차 불가,"https://blog.naver.com/koffeesniffer
https://koffeesniffer.kr/
http://instagram.com/koffee.sniffer
","""커피가 맛있어요""이 키워드를 선택한 인원1121
""인테리어가 멋져요""이 키워드를 선택한 인원373
""음료가 맛있어요""이 키워드를 선택한 인원302
""특별한 메뉴가 있어요""이 키워드를 선택한 인원265
""디저트가 맛있어요""이 키워드를 선택한 인원222
""친절해요""이 키워드를 선택한 인원195
""매장이 청결해요""이 키워드를 선택한 인원161
""대화하기 좋아요""이 키워드를 선택한 인원127
""사진이 잘 나와요""이 키워드를 선택한 인원93
""집중하기 좋아요""이 키워드를 선택한 인원50
""화장실이 깨끗해요""이 키워드를 선택한 인원37
""가성비가 좋아요""이 키워드를 선택한 인원32
""뷰가 좋아요""이 키워드를 선택한 인원28
""아늑해요""이 키워드를 선택한 인원12
""좌석이 편해요""이 키워드를 선택한 인원11
""차분한 분위기에요""이 키워드를 선택한 인원9
""음악이 좋아요""이 키워드를 선택한 인원9
""비싼 만큼 가치있어요""이 키워드를 선택한 인원6
""메뉴 구성이 알차요""이 키워드를 선택한 인원2
""주차하기 편해요""이 키워드를 선택한 인원2
""차가 맛있어요""이 키워드를 선택한 인원2
""컨셉이 독특해요""이 키워드를 선택한 인원1
""음식이 맛있어요""이 키워드를 선택한 인원1
""반려동물과 가기 좋아요""이 키워드를 선택한 인원1
""종류가 다양해요""이 키워드를 선택한 인원1
","스니퍼 라떼대표5,800원
커스터드 라떼대표6,800원
화이트 코블러 (12월 한정 메뉴)8,500원
화이트 피나콜라다(12월 한정 메뉴)7,500원
애플 카모 브리즈 (시즌 메뉴)7,000원
시나 페어 (시즌 메뉴)6,000원
블랙커피 (아메리카노)5,200원
오트 라떼6,000원
필터 커피 (핸드드립)변동
구운 도넛과 쿠키4,800원
비스킷 라떼 (시즌 메뉴)7,000원
에스프레소5,200원
선암파머스 사과주스6,000원
"
옵스 롯데소공점,베이커리, ,별점 4.41,"방문자 리뷰 11,835", ,37435253,서울 중구 남대문로 81 롯데백화점 본점 지하 1층,블로그 리뷰 626,02-726-4217,"목
10:30 - 20:00
금
10:30 - 20:00
토
10:30 - 20:30
일
10:30 - 20:30
월
10:30 - 20:00
화
10:30 - 20:00
수
10:30 - 20:00
",가게 정보 불러오기 실패,편의시설 및 서비스 정보 없음,주차가능,"http://ops.co.kr/
https://blog.naver.com/opsbakery0
https://www.instagram.com/opsbakery_/
","""빵이 맛있어요""이 키워드를 선택한 인원5557
""특별한 메뉴가 있어요""이 키워드를 선택한 인원1533
""친절해요""이 키워드를 선택한 인원1229
""매장이 청결해요""이 키워드를 선택한 인원835
""가성비가 좋아요""이 키워드를 선택한 인원551
""커피가 맛있어요""이 키워드를 선택한 인원338
""음료가 맛있어요""이 키워드를 선택한 인원292
""주차하기 편해요""이 키워드를 선택한 인원276
""인테리어가 멋져요""이 키워드를 선택한 인원258
""화장실이 깨끗해요""이 키워드를 선택한 인원152
""사진이 잘 나와요""이 키워드를 선택한 인원87
""디저트가 맛있어요""이 키워드를 선택한 인원84
""대화하기 좋아요""이 키워드를 선택한 인원72
""좌석이 편해요""이 키워드를 선택한 인원49
""집중하기 좋아요""이 키워드를 선택한 인원44
""뷰가 좋아요""이 키워드를 선택한 인원40
""종류가 다양해요""이 키워드를 선택한 인원30
""메뉴 구성이 알차요""이 키워드를 선택한 인원29
""매장이 넓어요""이 키워드를 선택한 인원19
""건강한 맛이에요""이 키워드를 선택한 인원15
""비싼 만큼 가치있어요""이 키워드를 선택한 인원11
""음식이 맛있어요""이 키워드를 선택한 인원10
""차분한 분위기에요""이 키워드를 선택한 인원2
""음식이 빨리 나와요""이 키워드를 선택한 인원2
""특별한 날 가기 좋아요""이 키워드를 선택한 인원2
""아늑해요""이 키워드를 선택한 인원1
""재료가 신선해요""이 키워드를 선택한 인원1
""아이와 가기 좋아요""이 키워드를 선택한 인원1
""양이 많아요""이 키워드를 선택한 인원1
","몽구떼12,000원
애플파이18,000원
학원전2,300원
"
르풀,카페, ,별점 4.36,"방문자 리뷰 1,684", ,31583286,서울 중구 정동길 33 신아일보,"블로그 리뷰 1,372",02-3789-0400,"목
10:00 - 20:00
19:00 라스트오더
금
10:00 - 20:00
19:00 라스트오더
토
11:00 - 20:00
19:00 라스트오더
일
11:00 - 20:00
19:00 라스트오더
월
정기휴무 (매주 월요일)
화
10:00 - 20:00
19:00 라스트오더
수(1/1)
새해 첫날 휴무
",모든 메뉴는 홈메이드 스타일로 정성껏 준비합니다.,편의시설 및 서비스 정보 없음,주차 정보없음,"https://www.instagram.com/lepul/
","""특별한 메뉴가 있어요""이 키워드를 선택한 인원292
""커피가 맛있어요""이 키워드를 선택한 인원252
""디저트가 맛있어요""이 키워드를 선택한 인원218
""인테리어가 멋져요""이 키워드를 선택한 인원176
""친절해요""이 키워드를 선택한 인원141
""대화하기 좋아요""이 키워드를 선택한 인원135
""음료가 맛있어요""이 키워드를 선택한 인원128
""뷰가 좋아요""이 키워드를 선택한 인원118
""사진이 잘 나와요""이 키워드를 선택한 인원87
""매장이 청결해요""이 키워드를 선택한 인원58
""음식이 맛있어요""이 키워드를 선택한 인원52
""가성비가 좋아요""이 키워드를 선택한 인원44
""건강한 맛이에요""이 키워드를 선택한 인원39
""야외공간이 멋져요""이 키워드를 선택한 인원23
""좌석이 편해요""이 키워드를 선택한 인원20
""아늑해요""이 키워드를 선택한 인원19
""화장실이 깨끗해요""이 키워드를 선택한 인원17
""집중하기 좋아요""이 키워드를 선택한 인원13
""재료가 신선해요""이 키워드를 선택한 인원10
""빵이 맛있어요""이 키워드를 선택한 인원7
""비싼 만큼 가치있어요""이 키워드를 선택한 인원5
""차분한 분위기에요""이 키워드를 선택한 인원4
""메뉴 구성이 알차요""이 키워드를 선택한 인원3
""주차하기 편해요""이 키워드를 선택한 인원3
""컨셉이 독특해요""이 키워드를 선택한 인원1
""혼밥하기 좋아요""이 키워드를 선택한 인원1
""음식이 빨리 나와요""이 키워드를 선택한 인원1
""음악이 좋아요""이 키워드를 선택한 인원1
""반려동물과 가기 좋아요""이 키워드를 선택한 인원1
""종류가 다양해요""이 키워드를 선택한 인원1
",
가배도 시청점,카페, ,정보없음,방문자 리뷰 619,시청역 8번 출구로 나와 40m 직진하시면 오른쪽에 가배도 건물이 있습니다.,1284217737,서울 중구 세종대로 79 1-4층,블로그 리뷰 465,0507-1390-2542,"목
07:00 - 21:00
20:30 라스트오더
금
07:00 - 21:00
20:30 라스트오더
토
10:00 - 21:00
20:30 라스트오더
일
10:00 - 21:00
20:30 라스트오더
월
07:00 - 21:00
20:30 라스트오더
화
07:00 - 21:00
20:30 라스트오더
수(1/1)
새해 첫날10:00 - 21:00
","아름다움과 여유가 있는 카페, 가배도의 아홉 번째 매장인 시청점입니다.","핸드드립
포장
무선 인터넷
남/녀 화장실 구분
\
반려동물 동반
배달
출입구 휠체어 이용가능
",주차 불가,"https://www.instagram.com/gbdcoffee
https://www.gbdcoffee.com/
","""커피가 맛있어요""이 키워드를 선택한 인원434
""인테리어가 멋져요""이 키워드를 선택한 인원246
""디저트가 맛있어요""이 키워드를 선택한 인원244
""대화하기 좋아요""이 키워드를 선택한 인원137
""음료가 맛있어요""이 키워드를 선택한 인원113
""집중하기 좋아요""이 키워드를 선택한 인원76
""매장이 청결해요""이 키워드를 선택한 인원75
""매장이 넓어요""이 키워드를 선택한 인원73
""특별한 메뉴가 있어요""이 키워드를 선택한 인원61
""뷰가 좋아요""이 키워드를 선택한 인원54
""사진이 잘 나와요""이 키워드를 선택한 인원49
""친절해요""이 키워드를 선택한 인원47
""좌석이 편해요""이 키워드를 선택한 인원23
""화장실이 깨끗해요""이 키워드를 선택한 인원22
""아늑해요""이 키워드를 선택한 인원19
""차분한 분위기에요""이 키워드를 선택한 인원17
""가성비가 좋아요""이 키워드를 선택한 인원7
""음악이 좋아요""이 키워드를 선택한 인원5
""비싼 만큼 가치있어요""이 키워드를 선택한 인원5
""오래 머무르기 좋아요""이 키워드를 선택한 인원5
""빵이 맛있어요""이 키워드를 선택한 인원4
""음식이 빨리 나와요""이 키워드를 선택한 인원3
""컨셉이 독특해요""이 키워드를 선택한 인원2
""음식이 맛있어요""이 키워드를 선택한 인원2
""건강한 맛이에요""이 키워드를 선택한 인원2
""차가 맛있어요""이 키워드를 선택한 인원2
""재료가 신선해요""이 키워드를 선택한 인원1
""메뉴 구성이 알차요""이 키워드를 선택한 인원1
""종류가 다양해요""이 키워드를 선택한 인원1
",
